date,Store_ID,Product_ID,Inventory_Level,Units_Sold,Units_Ordered,Price,Discount,Promotion,Competitor_Pricing,Demand
2023-11-18,S004,P0007,236,155,0,30.25,15,1,35.23,170
2023-12-31,S004,P0003,249,5,0,94.77,10,0,103.27,6
2022-05-13,S003,P0019,87,57,75,47.34,10,0,43.94,69
2023-09-05,S004,P0011,669,233,899,75.64,10,1,75.4,197
2022-12-19,S005,P0010,264,96,0,63.82,0,0,71.93,119
2023-02-24,S001,P0015,86,30,50,12.13,10,0,13.94,47
2022-05-21,S002,P0009,278,93,0,56.98,10,0,56.39,87
2023-04-13,S002,P0001,425,63,0,64.81,10,0,74.06,64
2022-09-12,S003,P0005,948,68,0,19.84,10,0,16.98,72
2022-11-13,S005,P0020,161,52,0,26.79,5,0,31.56,69
2022-02-05,S002,P0005,399,86,0,86.8,15,1,79.47,109
2023-06-06,S002,P0016,292,45,0,82.26,5,0,71.09,74
2022-08-20,S003,P0007,929,108,0,18.71,0,0,20.19,143
2022-08-26,S004,P0003,447,96,0,136.64,10,0,146.52,99
2023-09-12,S001,P0012,311,45,0,68.14,5,0,80.04,58
2022-07-15,S003,P0010,128,112,96,33.38,20,1,28.94,102
2022-06-03,S001,P0019,145,123,127,133.51,0,0,118.72,109
2022-06-07,S002,P0017,496,57,0,16.06,10,0,17.06,50
2023-02-19,S002,P0005,251,13,0,66.09,5,0,75.31,21
2022-09-22,S003,P0016,102,46,0,78.51,10,0,85.55,56
2022-06-01,S004,P0017,138,97,127,103.51,5,0,97.98,114
2023-10-23,S005,P0019,110,23,0,121.37,0,0,110.89,26
2022-04-29,S002,P0018,117,69,74,24.02,5,0,25.49,68
2023-06-21,S005,P0020,156,74,77,30.85,0,0,34.46,94
2022-08-02,S001,P0015,112,57,92,13.5,20,1,13.15,94
2023-12-19,S001,P0006,118,96,0,39.51,0,0,42.96,84
2022-05-16,S002,P0008,105,105,94,24.7,10,0,23.0,101
2022-10-06,S003,P0017,560,29,0,104.22,5,0,89.38,35
2022-08-21,S004,P0002,159,157,0,23.74,5,0,26.73,168
2022-11-25,S004,P0003,265,113,331,165.58,0,0,163.17,110
2022-01-25,S002,P0020,630,34,0,114.07,5,0,112.26,41
2022-05-12,S002,P0010,108,53,64,67.19,15,1,78.44,65
2022-07-10,S002,P0001,254,53,0,63.64,10,0,59.11,46
2023-10-16,S003,P0004,485,65,0,20.92,0,0,18.85,55
2022-03-02,S004,P0014,209,99,165,164.44,5,0,182.16,83
2023-12-05,S004,P0009,141,141,492,146.2,0,0,167.94,175
2023-01-08,S001,P0013,168,134,133,35.16,5,0,37.91,129
2023-11-25,S003,P0016,142,99,233,107.46,5,0,129.83,134
2023-02-10,S002,P0009,251,56,0,52.44,5,0,55.3,63
2024-01-08,S003,P0020,534,78,0,75.95,10,1,71.38,119
2022-04-03,S004,P0011,209,56,0,53.78,5,0,52.01,66
2022-06-02,S004,P0014,221,62,154,172.29,5,0,160.49,82
2022-07-05,S002,P0015,782,90,0,75.57,0,0,79.95,126
2023-08-18,S001,P0016,833,113,0,37.89,20,1,44.22,165
2023-10-24,S001,P0014,383,26,0,50.13,10,0,56.43,27
2023-02-19,S002,P0002,232,13,0,20.84,15,1,24.06,17
2023-08-04,S004,P0016,278,55,0,89.54,20,1,99.61,60
2023-03-08,S002,P0016,479,79,0,82.28,5,0,75.58,74
2022-09-03,S002,P0002,189,133,0,33.53,10,1,30.08,116
2022-10-01,S001,P0019,45,31,50,89.0,10,1,79.45,28
2022-12-26,S002,P0017,405,108,0,20.89,5,0,18.38,94
2023-02-19,S002,P0013,334,71,0,17.99,20,1,16.38,87
2022-04-20,S002,P0001,122,94,0,81.32,0,0,75.52,84
2022-04-05,S005,P0011,708,68,0,74.36,5,0,66.93,72
2023-03-06,S005,P0007,405,99,0,92.49,0,0,78.85,119
2023-04-01,S005,P0011,711,65,0,67.54,10,0,75.14,75
2023-09-25,S005,P0018,178,132,0,22.08,10,0,20.7,116
2023-03-18,S004,P0012,118,63,104,101.09,10,0,107.94,88
2023-05-20,S004,P0006,451,101,0,28.37,20,1,31.52,89
2023-11-19,S004,P0017,151,82,104,98.01,0,0,107.16,97
2023-03-09,S003,P0015,830,105,0,91.7,10,0,89.67,94
2023-06-13,S003,P0012,257,48,0,91.35,0,0,104.96,54
2022-11-23,S003,P0001,252,99,197,15.54,15,1,14.6,105
2022-11-30,S001,P0013,114,91,85,32.75,0,0,35.2,91
2022-12-30,S005,P0018,136,85,123,21.5,10,0,19.45,108
2023-10-31,S003,P0020,780,127,0,79.47,0,0,87.53,116
2024-01-22,S005,P0006,452,74,0,64.5,5,0,63.04,123
2022-03-12,S002,P0017,143,44,0,17.29,10,0,15.27,56
2023-05-15,S003,P0016,249,55,0,90.79,10,0,87.31,82
2022-03-30,S003,P0009,112,66,97,51.38,5,0,48.79,82
2022-03-12,S001,P0015,198,172,159,15.33,20,1,17.03,153
2022-01-26,S002,P0017,269,35,0,16.3,5,0,18.97,41
2023-07-30,S001,P0020,661,68,0,118.77,10,0,116.47,89
2024-01-01,S001,P0007,851,117,0,19.89,20,1,22.65,98
2023-08-01,S002,P0014,588,139,556,125.39,15,1,139.91,150
2022-12-20,S004,P0008,188,40,0,82.05,10,0,91.47,53
2023-03-01,S003,P0004,445,93,0,19.01,25,1,22.01,127
2022-01-21,S001,P0019,150,116,161,115.67,20,1,112.19,135
2023-01-26,S001,P0011,243,97,140,150.84,10,0,176.25,84
2022-08-12,S001,P0011,111,111,293,179.42,15,1,177.76,140
2022-01-30,S003,P0008,358,109,0,130.73,5,0,124.23,135
2022-02-04,S003,P0005,623,73,0,23.15,5,0,20.35,101
2023-07-25,S003,P0016,353,131,0,110.53,0,0,93.97,109
2022-01-20,S004,P0020,40,40,179,147.91,0,0,142.37,95
2023-03-09,S001,P0004,252,69,215,88.59,25,1,88.25,106
2023-11-04,S004,P0008,119,63,0,96.81,0,0,85.52,56
2023-11-22,S005,P0012,629,103,539,156.07,10,0,145.86,151
2022-06-01,S002,P0004,507,132,0,41.68,15,1,41.01,129
2022-10-21,S005,P0014,286,41,0,148.2,0,0,156.59,45
2022-04-15,S001,P0019,87,87,119,119.93,20,1,105.8,148
2022-02-19,S001,P0010,485,112,0,123.61,10,1,137.65,94
2022-12-31,S003,P0014,112,101,403,110.75,0,0,97.31,130
2023-03-05,S004,P0010,982,127,0,33.76,0,0,30.38,169
2022-04-24,S005,P0001,191,87,145,10.64,5,0,12.15,77
2023-09-13,S004,P0017,87,87,169,112.9,5,0,103.23,143
2022-06-04,S005,P0008,168,131,110,56.43,15,1,62.1,115
2023-06-11,S005,P0003,163,90,72,24.03,15,1,27.55,75
2022-10-22,S003,P0009,93,93,167,66.71,0,0,74.94,168
2022-08-16,S004,P0005,150,119,160,74.46,15,1,72.04,137
2022-08-29,S002,P0006,138,35,0,53.22,5,0,51.34,39
2023-12-04,S004,P0010,318,36,0,21.73,0,0,21.41,36
2022-06-03,S001,P0004,247,93,0,108.17,5,0,108.03,95
2022-09-07,S001,P0020,434,70,316,129.23,5,0,127.9,98
2023-11-25,S001,P0010,321,27,0,119.13,0,0,109.12,42
2023-02-05,S001,P0012,167,66,158,79.58,0,0,79.0,72
2022-12-17,S003,P0014,161,98,0,99.38,0,0,85.14,96
2023-02-23,S002,P0017,105,39,0,16.53,5,0,18.2,44
2022-05-24,S004,P0016,94,62,0,87.82,25,1,78.76,58
2022-01-13,S003,P0020,710,219,0,106.11,0,0,103.78,202
2023-06-01,S005,P0017,132,60,80,36.19,0,0,39.71,83
2023-09-22,S005,P0010,288,69,0,56.09,10,0,55.14,95
2022-02-03,S005,P0017,104,76,58,32.65,10,0,29.08,70
2022-04-07,S003,P0015,197,114,0,108.93,0,0,118.85,132
2022-01-17,S004,P0010,541,121,0,20.84,25,1,18.09,103
2022-11-01,S005,P0001,363,70,0,12.64,0,0,12.05,98
2022-12-06,S003,P0007,765,137,0,18.81,10,0,16.33,164
2023-09-02,S003,P0006,274,85,0,33.55,15,1,28.75,82
2023-12-16,S003,P0018,396,22,0,102.25,5,0,121.11,18
2023-05-20,S001,P0011,209,96,238,151.06,20,1,165.15,120
2023-11-04,S002,P0014,445,167,0,115.08,25,1,106.66,145
2022-01-27,S001,P0010,407,55,350,135.31,5,0,115.29,90
2022-10-08,S001,P0010,386,94,467,133.42,10,1,115.23,102
2022-12-22,S001,P0003,495,106,0,51.99,5,0,59.17,94
2023-09-20,S001,P0018,105,101,125,66.99,5,0,63.52,129
2022-07-01,S003,P0003,95,43,65,82.47,0,0,79.24,58
2023-02-17,S003,P0015,898,89,0,75.12,25,1,69.31,89
2023-02-21,S003,P0019,144,57,98,50.17,5,0,54.58,85
2022-11-27,S002,P0011,221,64,0,98.64,0,0,88.75,93
2022-03-04,S004,P0008,72,72,101,109.33,10,0,96.17,122
2023-11-18,S001,P0016,130,90,0,37.22,5,0,41.57,101
2022-02-11,S003,P0002,359,128,0,66.56,10,0,76.24,193
2023-05-27,S002,P0019,229,74,0,85.03,5,0,82.05,87
2022-08-05,S004,P0001,255,204,0,12.45,20,1,10.99,198
2022-12-02,S003,P0015,551,120,693,124.36,0,0,142.16,179
2022-12-01,S004,P0002,263,139,303,21.23,20,1,20.81,171
2023-06-18,S004,P0001,922,190,0,11.43,20,1,12.58,185
2023-09-26,S004,P0017,184,142,102,80.8,25,1,97.23,127
2024-01-18,S001,P0009,74,74,138,97.82,5,0,111.93,141
2023-12-04,S004,P0007,403,121,0,29.06,5,0,27.48,101
2024-01-22,S004,P0009,467,115,0,116.18,0,0,133.11,97
2023-01-23,S005,P0009,325,122,0,83.31,15,1,93.87,105
2022-10-08,S002,P0005,100,100,474,106.49,0,0,105.73,123
2023-10-09,S004,P0005,136,98,108,69.09,20,1,62.06,133
2023-11-29,S001,P0018,233,102,0,57.22,10,0,60.58,112
2023-11-29,S002,P0017,561,76,0,21.11,0,0,19.83,82
2022-11-15,S003,P0011,206,42,0,111.82,0,0,126.9,66
2023-10-08,S005,P0008,85,79,145,64.95,10,1,61.75,126
2023-12-31,S005,P0011,759,28,0,59.57,10,0,65.25,42
2022-11-10,S001,P0002,197,38,0,55.95,0,0,48.77,39
2022-06-23,S004,P0012,117,107,95,116.53,10,1,109.96,115
2023-04-07,S005,P0011,194,68,0,82.55,5,0,75.69,103
2024-01-27,S001,P0017,82,82,105,21.66,15,1,23.13,131
2022-04-29,S003,P0001,194,39,0,13.54,0,0,16.36,36
2022-06-21,S002,P0011,422,141,461,100.42,10,0,99.18,132
2023-08-21,S003,P0001,115,60,0,14.6,0,0,15.94,55
2023-09-10,S005,P0007,304,100,0,85.64,5,0,78.18,111
2022-10-13,S001,P0002,135,71,99,62.27,10,0,69.14,113
2022-01-31,S005,P0020,110,74,106,29.86,10,0,33.11,117
2022-08-07,S001,P0011,129,52,0,158.57,0,0,185.26,68
2023-11-12,S003,P0017,587,85,0,126.28,5,0,122.51,85
2023-05-04,S005,P0016,76,52,193,28.77,10,1,27.27,55
2022-08-25,S003,P0007,1201,150,0,19.64,0,0,18.57,142
2022-05-19,S004,P0012,55,55,77,106.79,5,0,96.9,73
2022-09-04,S003,P0018,455,36,0,107.16,15,1,99.17,44
2022-03-13,S002,P0015,321,71,0,62.7,10,0,69.4,100
2023-08-23,S001,P0005,414,55,0,43.33,20,1,39.59,58
2022-05-28,S002,P0019,564,80,0,76.56,5,0,82.36,71
2022-12-13,S002,P0011,49,49,447,113.74,0,0,112.59,139
2023-12-11,S001,P0020,440,115,471,105.62,20,1,123.3,105
2022-07-27,S003,P0004,184,134,0,24.19,15,1,24.12,149
2023-04-09,S004,P0020,178,72,164,127.96,10,0,119.92,83
2022-01-16,S001,P0003,175,81,0,48.23,5,0,53.08,72
2023-08-13,S005,P0018,208,81,0,21.42,5,0,19.92,90
2023-10-15,S005,P0013,527,22,0,59.94,0,0,57.85,27
2023-01-20,S004,P0004,495,213,674,68.59,10,1,64.77,203
2022-04-17,S004,P0013,246,77,0,19.75,10,0,22.83,118
2022-06-10,S004,P0007,1248,134,0,35.28,0,0,40.49,167
2023-07-23,S002,P0002,167,75,0,28.11,10,0,26.64,64
2023-05-28,S003,P0002,599,69,0,49.19,5,0,57.83,74
2022-01-15,S005,P0013,290,66,0,76.15,0,0,84.07,105
2022-01-26,S005,P0018,121,121,170,21.26,20,1,23.8,161
2022-09-27,S005,P0002,500,111,0,37.06,10,0,44.63,93
2023-08-15,S004,P0006,555,154,0,52.83,5,0,47.89,233
2023-04-17,S003,P0001,79,42,159,11.49,25,1,12.85,68
2023-09-13,S001,P0016,54,54,0,37.3,0,0,41.14,86
2023-11-14,S003,P0015,414,169,573,119.06,0,0,106.7,144
2023-01-23,S004,P0016,152,65,0,118.25,5,0,112.71,75
2023-03-16,S005,P0008,114,99,103,60.09,10,0,68.64,117
2022-04-18,S004,P0010,785,64,0,22.98,10,0,26.94,93
2023-05-29,S005,P0011,872,104,0,78.91,10,0,68.81,106
2022-01-22,S003,P0011,149,69,206,122.32,0,0,139.36,92
2022-04-16,S004,P0020,172,104,148,125.26,10,0,145.85,92
2023-05-08,S001,P0016,436,108,409,41.69,10,0,41.49,139
2024-01-03,S001,P0015,69,29,50,10.74,20,1,10.43,33
2023-08-11,S002,P0011,767,231,0,131.34,10,1,124.38,236
2022-06-07,S003,P0017,578,48,0,120.81,0,0,117.17,59
2023-08-08,S003,P0011,411,134,0,136.72,15,1,117.39,166
2023-08-18,S005,P0011,479,69,498,89.15,0,0,88.81,111
2022-04-24,S003,P0002,492,51,0,46.84,10,0,54.56,75
2024-01-17,S005,P0012,547,103,0,132.01,10,1,145.95,112
2023-01-23,S004,P0018,68,68,69,145.19,10,0,162.7,74
2022-04-15,S004,P0012,92,41,72,109.62,0,0,100.35,66
2022-08-13,S004,P0008,64,55,58,67.98,25,1,72.25,52
2022-01-29,S003,P0019,251,91,0,54.83,0,0,53.76,81
2023-11-14,S004,P0019,131,84,122,59.61,10,0,65.3,126
2023-12-20,S004,P0014,245,79,0,165.8,0,0,176.3,71
2022-06-08,S005,P0013,288,168,0,96.69,5,0,96.52,188
2022-05-01,S005,P0015,168,50,130,43.82,5,0,51.62,74
2023-02-19,S001,P0013,116,16,0,20.78,15,1,22.44,16
2022-03-16,S002,P0001,508,104,0,84.83,10,0,73.81,130
2022-04-19,S001,P0007,415,35,0,20.65,0,0,20.39,34
2023-11-07,S005,P0005,447,151,0,19.29,0,0,18.19,135
2023-03-29,S003,P0015,680,42,0,87.52,0,0,97.23,65
2022-07-27,S001,P0009,114,54,90,63.0,25,1,71.79,78
2023-08-13,S001,P0012,417,90,0,94.11,5,0,81.61,139
2023-11-27,S002,P0008,220,219,234,36.15,0,0,34.77,198
2023-01-31,S004,P0007,814,101,0,27.79,5,0,30.91,103
2023-11-16,S001,P0015,74,74,96,15.87,5,0,17.29,107
2022-10-22,S001,P0015,152,44,0,11.3,15,1,12.06,43
2023-05-07,S001,P0004,169,48,0,92.98,0,0,81.13,40
2022-05-23,S002,P0007,103,9,0,21.85,0,0,20.72,13
2022-01-31,S004,P0010,485,164,654,32.38,0,0,28.67,154
2023-07-07,S004,P0005,108,108,129,74.38,10,1,79.74,135
2023-12-10,S004,P0009,1137,90,0,118.29,10,0,130.55,137
2022-05-26,S005,P0008,95,60,111,65.2,0,0,57.47,94
2022-08-14,S005,P0014,442,134,0,154.96,20,1,163.32,122
2022-09-01,S003,P0013,870,133,0,75.3,10,0,68.08,126
2022-05-02,S001,P0001,152,24,0,54.86,0,0,61.47,24
2022-12-25,S005,P0006,983,44,0,49.41,0,0,57.32,46
2023-01-20,S001,P0003,572,120,0,63.93,5,0,56.28,144
2023-08-17,S001,P0018,191,107,112,59.82,10,0,72.08,126
2023-03-01,S001,P0019,53,53,107,115.28,15,1,104.05,114
2022-08-26,S004,P0005,90,90,109,73.75,15,1,73.05,134
2022-11-06,S005,P0020,187,123,121,34.33,0,0,37.21,128
2022-05-12,S003,P0017,531,28,0,93.46,10,1,104.74,34
2023-04-01,S001,P0012,233,77,235,77.56,10,0,90.39,110
2023-01-01,S005,P0003,181,84,155,32.35,10,0,31.11,134
2023-01-24,S005,P0015,489,66,0,44.96,5,0,52.2,81
2023-05-10,S002,P0001,744,116,0,85.37,15,1,80.13,152
2022-01-30,S001,P0020,30,30,283,120.13,0,0,138.75,77
2023-07-02,S005,P0002,549,63,0,33.92,10,0,37.26,67
2023-03-31,S003,P0017,263,103,0,132.78,10,0,126.59,117
2023-04-06,S005,P0013,75,75,0,56.25,25,1,63.27,100
2023-01-20,S004,P0006,6,6,339,37.96,20,1,40.16,188
2022-09-05,S001,P0008,85,85,91,42.14,10,0,44.5,108
2022-06-21,S001,P0001,330,126,0,60.76,20,1,73.53,112
2022-07-31,S005,P0013,901,76,0,72.67,10,0,62.34,107
2022-12-23,S002,P0014,251,13,0,98.65,0,0,94.55,20
2022-08-11,S004,P0016,217,54,0,104.58,5,0,111.2,56
2022-02-09,S001,P0002,123,123,338,95.8,10,0,105.31,284
2023-04-02,S002,P0012,408,100,443,78.41,0,0,76.82,120
2022-07-06,S002,P0013,262,103,0,21.67,5,0,20.69,91
2022-06-01,S001,P0006,169,35,0,35.21,0,0,40.17,52
2023-03-26,S002,P0005,460,77,0,89.02,0,0,95.83,84
2023-01-27,S002,P0013,279,36,0,17.26,5,0,20.43,43
2023-01-28,S002,P0007,188,127,0,33.12,0,0,33.05,126
2022-12-18,S001,P0002,90,90,144,81.66,0,0,93.84,170
2024-01-27,S001,P0005,1208,114,0,64.51,15,1,72.44,183
2023-01-29,S003,P0002,533,32,0,49.55,0,0,47.85,48
2024-01-12,S002,P0009,270,92,186,59.42,10,0,71.83,116
2022-06-28,S001,P0008,70,70,159,50.11,15,1,46.85,169
2022-09-08,S004,P0015,10,10,0,100.25,5,0,94.42,84
2023-12-29,S001,P0004,305,36,0,87.74,5,0,79.78,39
2023-10-03,S001,P0010,325,62,0,93.39,25,1,107.34,66
2023-10-06,S001,P0012,170,116,0,80.28,5,0,92.32,104
2023-01-21,S003,P0012,166,58,0,94.74,10,0,111.3,93
2022-01-22,S004,P0018,118,29,0,138.43,10,0,119.98,48
2023-06-16,S002,P0014,463,125,469,145.0,5,0,125.61,144
2022-06-27,S001,P0005,731,79,0,61.95,0,0,73.05,112
2022-07-01,S004,P0008,90,22,0,75.68,10,0,65.35,21
2024-01-18,S001,P0020,283,136,452,108.93,25,1,105.25,119
2022-07-24,S004,P0007,0,0,0,24.1,15,1,22.88,79
2023-12-17,S004,P0012,98,98,152,114.03,15,1,122.36,144
2023-04-28,S002,P0007,298,52,0,20.14,20,1,18.95,47
2024-01-20,S002,P0013,295,116,0,24.58,5,0,24.46,131
2022-02-11,S002,P0018,58,58,224,33.65,15,1,29.94,201
2023-08-07,S001,P0013,125,125,129,34.9,10,0,42.16,145
2022-02-23,S003,P0015,706,80,0,97.26,5,0,96.71,96
2022-04-24,S002,P0007,697,22,0,22.79,0,0,19.66,23
2022-03-08,S002,P0006,180,82,0,62.81,5,0,60.71,82
2022-05-23,S003,P0019,127,44,0,43.11,10,1,49.57,58
2022-03-31,S001,P0011,326,54,0,158.39,5,0,180.62,82
2023-08-11,S001,P0011,127,54,0,150.84,10,1,140.29,69
2023-09-25,S002,P0006,98,98,105,57.78,20,1,57.21,109
2023-11-24,S001,P0016,931,115,0,39.56,5,0,35.73,104
2022-03-12,S003,P0008,307,94,267,119.65,5,0,136.79,122
2022-07-30,S003,P0016,443,187,0,134.36,0,0,133.8,177
2023-11-16,S002,P0009,247,80,0,57.72,5,0,57.49,75
2023-11-03,S003,P0009,203,125,0,48.68,25,1,55.53,158
2022-11-03,S004,P0016,279,44,0,111.14,10,0,107.4,73
2023-06-01,S004,P0015,342,57,224,96.18,10,0,95.06,87
2023-02-23,S001,P0020,239,35,0,112.81,0,0,101.65,46
2022-02-26,S001,P0001,126,73,0,68.03,5,0,67.23,79
2022-09-07,S002,P0014,498,86,0,119.66,5,0,118.6,83
2022-02-25,S005,P0012,236,123,0,127.74,15,1,114.53,103
2023-12-30,S004,P0011,429,113,0,61.04,0,0,67.38,102
2022-10-05,S001,P0008,100,100,88,45.65,0,0,53.18,100
2022-03-11,S005,P0004,145,143,106,6.99,20,1,5.95,121
2024-01-29,S003,P0020,192,79,0,73.8,5,0,83.84,109
2022-05-02,S005,P0003,105,22,50,22.07,5,0,24.39,25
2022-05-22,S005,P0018,98,98,120,21.15,10,0,21.11,103
2023-06-09,S003,P0013,299,187,0,76.34,15,1,86.63,169
2022-07-30,S005,P0005,153,85,0,17.41,5,0,17.01,118
2022-10-26,S005,P0004,93,54,62,6.43,5,0,7.48,61
2023-02-01,S001,P0012,120,33,0,58.15,20,1,57.89,48
2023-04-06,S004,P0011,412,104,417,55.69,10,0,58.98,106
2022-12-08,S005,P0013,189,26,0,56.0,10,0,53.6,36
2022-09-26,S005,P0011,528,79,0,76.63,10,0,88.38,113
2023-01-31,S005,P0005,177,65,169,14.18,5,0,15.75,72
2023-03-30,S005,P0015,473,58,0,42.29,10,0,46.17,79
2023-05-11,S005,P0006,506,78,0,43.53,25,1,39.06,76
2023-07-14,S005,P0018,112,62,59,17.65,10,0,20.73,65
2023-09-13,S005,P0004,153,153,202,7.91,25,1,7.11,189
2024-01-08,S005,P0012,180,41,0,119.9,5,0,115.34,54
2023-09-11,S001,P0011,137,124,247,160.34,15,1,188.07,120
2023-06-09,S005,P0006,737,184,1084,83.14,10,1,76.74,241
2023-07-02,S003,P0003,112,60,53,80.93,0,0,87.09,66
2022-08-14,S003,P0008,225,116,0,99.18,25,1,111.28,139
2022-04-10,S001,P0002,177,79,0,62.23,5,0,66.62,96
2023-01-20,S004,P0013,176,69,0,19.1,10,0,21.13,108
2022-05-02,S001,P0002,128,95,98,68.9,0,0,67.29,96
2022-11-17,S002,P0017,308,74,0,22.32,0,0,21.81,98
2023-02-10,S002,P0016,215,126,337,105.39,5,0,104.99,152
2023-08-02,S002,P0013,443,65,0,21.2,5,0,20.58,84
2022-05-03,S003,P0009,83,60,89,52.66,5,0,47.04,89
2022-09-15,S004,P0001,968,89,0,9.55,10,0,10.34,85
2023-08-14,S005,P0013,508,154,733,89.18,15,1,106.99,222
2022-02-26,S004,P0010,489,63,0,24.08,10,1,21.09,92
2022-07-05,S005,P0010,0,0,518,69.43,5,0,77.13,165
2022-08-04,S002,P0014,542,156,628,113.57,20,1,127.9,136
2023-11-25,S001,P0012,410,116,365,96.7,10,0,96.65,169
2023-03-31,S002,P0013,334,37,0,20.47,0,0,19.6,61
2023-06-25,S002,P0015,351,4,0,47.78,5,0,46.53,4
2022-11-06,S004,P0017,171,62,0,87.84,10,0,79.76,81
2023-02-06,S005,P0018,157,88,131,24.62,5,0,24.33,134
2023-10-13,S005,P0016,178,18,0,23.16,15,1,19.86,17
2022-07-17,S001,P0016,180,94,0,36.72,5,0,32.62,82
2022-08-29,S005,P0008,203,47,0,57.74,0,0,64.29,74
2023-10-06,S005,P0011,610,57,0,66.48,10,0,75.7,71
2023-08-29,S002,P0010,252,115,0,85.2,5,0,98.2,101
2022-10-19,S005,P0017,127,127,107,31.22,25,1,37.66,127
2022-12-07,S005,P0015,262,67,202,54.98,0,0,53.28,111
2022-06-29,S003,P0011,427,66,0,110.01,5,0,99.68,62
2022-03-01,S003,P0019,200,131,115,66.24,0,0,60.71,141
2023-01-07,S001,P0014,127,127,633,82.17,15,1,70.16,177
2022-06-23,S001,P0011,157,42,0,151.33,5,0,133.05,56
2022-03-07,S002,P0003,341,99,0,86.48,0,0,96.09,118
2022-04-18,S002,P0019,328,46,0,67.99,10,0,74.69,54
2023-11-20,S002,P0016,135,133,0,91.9,10,0,84.57,124
2022-08-06,S004,P0011,476,92,0,61.94,0,0,54.98,91
2023-03-05,S005,P0019,70,70,0,120.74,25,1,120.02,102
2023-07-18,S005,P0011,264,87,0,86.45,0,0,73.56,101
2023-06-26,S002,P0020,204,36,0,111.01,10,0,110.62,48
2023-11-21,S002,P0007,496,71,0,23.39,25,1,20.84,107
2023-04-25,S004,P0018,70,52,50,111.02,25,1,117.52,51
2023-06-19,S002,P0013,466,183,599,29.36,0,0,31.6,196
2023-05-04,S002,P0018,49,47,72,22.65,10,0,24.99,67
2022-02-26,S004,P0008,135,98,105,88.73,15,1,96.82,91
2022-07-09,S005,P0015,393,30,0,38.77,5,0,42.75,42
2023-01-02,S001,P0019,98,45,63,106.39,10,0,91.97,73
2023-05-13,S001,P0017,50,50,127,19.95,25,1,22.76,146
2022-10-15,S001,P0019,106,106,120,116.05,20,1,103.16,136
2022-04-21,S002,P0019,534,106,0,87.96,5,0,82.27,97
2022-05-05,S003,P0008,214,36,0,99.74,0,0,108.51,54
2022-02-01,S003,P0014,207,40,0,69.43,10,1,83.01,41
2024-01-23,S005,P0001,379,55,0,10.59,0,0,10.02,49
2024-01-19,S001,P0010,233,34,0,113.97,0,0,99.82,31
2023-04-07,S002,P0008,164,120,126,26.24,10,0,23.0,120
2022-12-26,S005,P0016,472,138,450,40.34,15,1,36.04,181
2022-07-26,S003,P0019,143,67,0,51.45,5,0,50.08,78
2024-01-20,S001,P0010,199,70,0,136.09,5,0,117.56,92
2023-02-18,S002,P0002,142,7,0,21.36,10,0,25.53,10
2024-01-23,S003,P0008,207,61,0,84.54,25,1,91.7,88
2024-01-09,S002,P0014,210,70,359,101.2,15,1,118.89,81
2022-04-04,S003,P0011,428,54,0,108.15,10,0,100.13,72
2022-11-20,S004,P0002,382,126,0,21.01,10,0,19.04,126
2023-02-19,S005,P0010,83,83,0,50.15,20,1,44.78,97
2023-10-12,S005,P0009,311,65,0,88.5,0,0,94.54,75
2022-02-26,S001,P0002,121,121,230,99.74,0,0,95.74,231
2022-08-03,S005,P0004,152,61,100,7.65,0,0,8.61,96
2022-09-27,S002,P0005,372,221,0,109.66,10,1,123.4,190
2023-03-17,S002,P0020,319,158,332,150.29,10,1,140.71,137
2022-03-18,S003,P0008,278,84,0,115.78,5,0,102.03,96
2023-01-12,S001,P0013,156,96,94,31.6,15,1,30.04,114
2022-02-15,S004,P0005,233,109,0,74.07,0,0,81.41,100
2022-02-28,S001,P0014,352,95,0,70.84,5,0,63.28,90
2022-12-16,S002,P0002,149,33,0,22.26,25,1,21.79,50
2022-05-27,S003,P0009,198,198,178,70.51,10,1,65.2,211
2022-10-03,S005,P0011,520,169,574,80.33,15,1,86.85,148
2022-11-18,S001,P0014,410,198,671,89.75,15,1,82.94,212
2023-11-21,S003,P0003,99,92,110,92.55,5,0,85.88,105
2023-04-04,S005,P0002,257,31,0,33.18,10,0,28.32,48
2022-02-15,S002,P0017,334,102,0,19.3,10,0,19.13,87
2022-10-12,S002,P0017,141,127,0,22.22,10,1,19.33,131
2022-06-24,S005,P0004,277,89,0,7.67,5,0,8.98,113
2023-11-17,S003,P0014,360,114,344,98.67,0,0,119.15,109
2022-07-24,S001,P0007,388,109,595,26.64,10,1,23.79,138
2022-03-15,S001,P0019,79,79,65,108.87,5,0,127.72,79
2022-03-01,S005,P0006,1381,119,0,57.93,10,0,57.55,106
2022-01-18,S002,P0015,237,75,0,49.65,25,1,48.61,70
2023-11-22,S001,P0017,129,55,0,18.66,15,1,21.18,84
2023-08-27,S004,P0010,739,174,0,30.5,5,0,26.83,151
2023-02-24,S001,P0005,178,82,0,54.95,0,0,59.24,76
2022-06-26,S004,P0019,115,115,111,68.51,5,0,65.06,138
2023-06-02,S004,P0017,121,114,186,101.88,20,1,99.47,168
2022-09-29,S005,P0004,186,127,124,8.6,0,0,8.36,117
2023-05-08,S005,P0020,125,47,0,23.77,10,0,26.96,51
2023-08-01,S005,P0016,132,132,480,35.21,25,1,37.13,197
2023-11-16,S005,P0018,156,92,0,22.19,0,0,24.23,101
